Open,Last update,Platform,Symbol,Timeframe,Account balance at open,Size,Expected close,Expiry,Close,Status,Side,Opening price,Closing price,Take profit,Stop loss,Leverage,TP price %,SL price %,Expected profit,Risk %,R/R ratio,PnL,Fee %,Fee Amount
29/08/2023 16:00:00,02/02/2024 11:24:13,Upscale-DUMMY_Gemini_BTCUSD_1h_26_08_23_to_04_11_23.csv,BTC_USD,FOUR_HOUR,10000.0,0.411,31/08/2023 12:00:00,31/08/2023 12:00:00,31/08/2023 12:00:00,EXPIRED,LONG,27843.0,26931.0,28248.22,26627.35,1.144,1.43,4.57,155.1,5,0.3,-386.28,0.1,11.443473000000001
02/09/2023 04:00:00,02/02/2024 11:24:15,Upscale-DUMMY_Gemini_BTCUSD_1h_26_08_23_to_04_11_23.csv,BTC_USD,FOUR_HOUR,9613.72,0.49,04/09/2023 00:00:00,04/09/2023 00:00:00,04/09/2023 00:00:00,EXPIRED,SHORT,25795.0,25984.0,25467.87,26776.4,1.315,1.28,3.67,147.65,5,0.3,-105.25,0.1,12.63955
04/09/2023 04:00:00,02/02/2024 11:24:15,Upscale-DUMMY_Gemini_BTCUSD_1h_26_08_23_to_04_11_23.csv,BTC_USD,FOUR_HOUR,9508.47,0.434,06/09/2023 00:00:00,06/09/2023 00:00:00,05/09/2023 00:00:00,TAKE_PROFIT_HIT,SHORT,25957.0,25592.12,25592.12,27051.65,1.185,1.43,4.05,147.09,5,0.3,147.09,0.1,11.265338
06/09/2023 00:00:00,02/02/2024 11:24:16,Upscale-DUMMY_Gemini_BTCUSD_1h_26_08_23_to_04_11_23.csv,BTC_USD,FOUR_HOUR,9655.56,0.425,07/09/2023 20:00:00,07/09/2023 20:00:00,06/09/2023 16:00:00,TAKE_PROFIT_HIT,SHORT,25771.0,25392.02,25392.02,26907.94,1.134,1.49,4.23,150.11,5,0.3,150.11,0.1,10.952675
06/09/2023 20:00:00,02/02/2024 11:24:17,Upscale-DUMMY_Gemini_BTCUSD_1h_26_08_23_to_04_11_23.csv,BTC_USD,FOUR_HOUR,9805.67,0.409,08/09/2023 16:00:00,08/09/2023 16:00:00,07/09/2023 20:00:00,TAKE_PROFIT_HIT,LONG,25752.0,26151.5,26151.5,24553.51,1.074,1.53,4.88,152.86,5,0.3,152.86,0.1,10.532568
08/09/2023 00:00:00,02/02/2024 11:24:17,Upscale-DUMMY_Gemini_BTCUSD_1h_26_08_23_to_04_11_23.csv,BTC_USD,FOUR_HOUR,9958.53,0.519,09/09/2023 20:00:00,09/09/2023 20:00:00,08/09/2023 08:00:00,TAKE_PROFIT_HIT,SHORT,26252.0,25932.11,25932.11,27211.68,1.368,1.23,3.53,152.4,5,0.3,152.4,0.1,13.624788
10/09/2023 08:00:00,02/02/2024 11:24:19,Upscale-DUMMY_Gemini_BTCUSD_1h_26_08_23_to_04_11_23.csv,BTC_USD,FOUR_HOUR,10110.93,0.541,12/09/2023 04:00:00,12/09/2023 04:00:00,12/09/2023 04:00:00,EXPIRED,LONG,25802.0,25798.0,26113.56,24867.31,1.381,1.19,3.76,154.6,5,0.3,-16.12,0.1,13.958882000000003
14/09/2023 08:00:00,02/02/2024 11:24:22,Upscale-DUMMY_Gemini_BTCUSD_1h_26_08_23_to_04_11_23.csv,BTC_USD,FOUR_HOUR,10094.81,0.425,16/09/2023 04:00:00,16/09/2023 04:00:00,15/09/2023 20:00:00,TAKE_PROFIT_HIT,LONG,26462.0,26857.55,26857.55,25275.36,1.114,1.47,4.69,156.86,5,0.3,156.86,0.1,11.24635
16/09/2023 04:00:00,02/02/2024 11:24:22,Upscale-DUMMY_Gemini_BTCUSD_1h_26_08_23_to_04_11_23.csv,BTC_USD,FOUR_HOUR,10251.67,0.474,18/09/2023 00:00:00,18/09/2023 00:00:00,18/09/2023 00:00:00,EXPIRED,LONG,26498.0,26657.0,26858.18,25417.48,1.225,1.34,4.25,158.17,5,0.3,62.81,0.1,12.560052
18/09/2023 08:00:00,02/02/2024 11:24:22,Upscale-DUMMY_Gemini_BTCUSD_1h_26_08_23_to_04_11_23.csv,BTC_USD,FOUR_HOUR,10314.48,0.448,20/09/2023 04:00:00,20/09/2023 04:00:00,20/09/2023 04:00:00,EXPIRED,LONG,27197.0,27115.0,27580.52,26046.45,1.181,1.39,4.42,159.63,5,0.3,-48.92,0.1,12.184256
