Open,Last update,Platform,Symbol,Timeframe,Account balance at open,Size,Expected close,Expiry,Close,Status,Side,Opening price,Closing price,Take profit,Stop loss,Leverage,TP price %,SL price %,Expected profit,Risk %,R/R ratio,PnL,Fee %,Fee Amount,Order Type
06/04/2020 00:00:00,18/06/2023 11:45:13,Bitfinex_BTCUSD_d_17_12_17_to_30_06_22.csv,BTC_USD,DAY,200.0,0.014,09/04/2020 00:00:00,19/04/2020 00:00:00,10/04/2020 00:00:00,STOP_LOSS_HIT,LONG,7340.0,7061.05,7618.95,7061.05,0.514,3.66,3.95,3.83,2,1.0,-3.98,0.075,0.07707,TAKER
23/01/2018 00:00:00,18/06/2023 11:45:13,Bitfinex_BTCUSD_d_17_12_17_to_30_06_22.csv,BTC_USD,DAY,196.02,0.004,06/02/2018 00:00:00,05/02/2018 00:00:00,25/01/2018 00:00:00,STOP_LOSS_HIT,SHORT,10811.0,11685.33,9936.67,11685.33,0.221,8.8,7.48,3.46,2,1.0,-3.53,0.075,0.032433000000000003,TAKER
05/05/2018 00:00:00,18/06/2023 11:45:13,Bitfinex_BTCUSD_d_17_12_17_to_30_06_22.csv,BTC_USD,DAY,192.49,0.005,18/05/2018 00:00:00,18/05/2018 00:00:00,08/05/2018 00:00:00,TAKE_PROFIT_HIT,SHORT,9861.0,9109.79,9109.79,10612.21,0.256,8.25,7.08,3.72,2,1.0,3.72,0.075,0.03697875,TAKER
17/12/2018 00:00:00,18/06/2023 11:45:13,Bitfinex_BTCUSD_d_17_12_17_to_30_06_22.csv,BTC_USD,DAY,196.21,0.013,21/12/2018 00:00:00,30/12/2018 00:00:00,19/12/2018 00:00:00,TAKE_PROFIT_HIT,LONG,3625.0,3923.44,3923.44,3326.56,0.24,7.61,8.97,3.84,2,1.0,3.84,0.075,0.03534375,TAKER
25/11/2021 00:00:00,18/06/2023 11:45:13,Bitfinex_BTCUSD_d_17_12_17_to_30_06_22.csv,BTC_USD,DAY,200.05,0.002,05/12/2021 00:00:00,08/12/2021 00:00:00,26/11/2021 00:00:00,TAKE_PROFIT_HIT,SHORT,59016.0,57227.69,57227.69,60804.31,0.59,3.12,2.94,3.49,2,1.0,3.49,0.075,0.08852399999999999,TAKER
21/08/2020 00:00:00,18/06/2023 11:45:13,Bitfinex_BTCUSD_d_17_12_17_to_30_06_22.csv,BTC_USD,DAY,203.54,0.006,04/09/2020 00:00:00,03/09/2020 00:00:00,03/09/2020 00:00:00,TAKE_PROFIT_HIT,SHORT,11531.0,10887.75,10887.75,12174.25,0.34,5.91,5.28,3.81,2,1.0,3.81,0.075,0.051889500000000005,TAKER
17/03/2018 00:00:00,18/06/2023 11:45:13,Bitfinex_BTCUSD_d_17_12_17_to_30_06_22.csv,BTC_USD,DAY,207.35,0.016,31/03/2018 00:00:00,30/03/2018 00:00:00,18/03/2018 00:00:00,STOP_LOSS_HIT,SHORT,7845.0,8104.17,7585.83,8104.17,0.605,3.42,3.2,4.05,2,1.0,-4.24,0.075,0.09414,TAKER
22/12/2020 00:00:00,18/06/2023 11:45:13,Bitfinex_BTCUSD_d_17_12_17_to_30_06_22.csv,BTC_USD,DAY,203.11,0.001,04/01/2021 00:00:00,04/01/2021 00:00:00,30/12/2020 00:00:00,TAKE_PROFIT_HIT,LONG,23806.0,28340.15,28340.15,19271.85,0.117,16.0,23.53,4.52,2,1.0,4.52,0.075,0.0178545,TAKER
20/02/2021 00:00:00,18/06/2023 11:45:13,Bitfinex_BTCUSD_d_17_12_17_to_30_06_22.csv,BTC_USD,DAY,207.63,0.002,01/03/2021 00:00:00,05/03/2021 00:00:00,22/02/2021 00:00:00,TAKE_PROFIT_HIT,SHORT,55777.0,53145.96,53145.96,58408.05,0.537,4.95,4.5,5.18,2,1.0,5.18,0.075,0.0836655,TAKER
21/01/2020 00:00:00,18/06/2023 11:45:13,Bitfinex_BTCUSD_d_17_12_17_to_30_06_22.csv,BTC_USD,DAY,212.81,0.014,31/01/2020 00:00:00,03/02/2020 00:00:00,23/01/2020 00:00:00,STOP_LOSS_HIT,LONG,8734.0,8422.96,9045.05,8422.96,0.575,3.44,3.69,4.26,2,1.0,-4.45,0.075,0.091707,TAKER
