https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume BTC,Volume USDC,buyTakerAmount,buyTakerQuantity,tradeCount,weightedAverage
1671408000000,2022-12-19 00:00:00,BTC/USDC,16750.84,16817.47,16353.38,16443.63,49606.34008032,2.979969,23885.90376303,1.435298,2824,16647.375001365275512213
1671321600000,2022-12-18 00:00:00,BTC/USDC,16784.38,16851.32,16675.11,16749.07,41739.44679906,2.492697,24935.29036469,1.488497,1607,16744.766326838947547531
1671235200000,2022-12-17 00:00:00,BTC/USDC,16645.46,19000,16594.94,16782.82,75598.12058203,4.456626,42567.14260572,2.47888,1865,16990.242754922501549313
1671148800000,2022-12-16 00:00:00,BTC/USDC,17349.15,17680.72,16547.56,16653.58,441941.01759712,25.664714,138477.66598625,8.058922,2841,17222.403907562861624538
1671062400000,2022-12-15 00:00:00,BTC/USDC,17771.78,17938.35,17300,17356.34,677219.04129231,38.67624,239544.63237872,13.635551,3297,17511.055469474276767822
1670976000000,2022-12-14 00:00:00,BTC/USDC,17699.03,18300,17550.01,17790.29,487068.52913309,27.295953,269374.17267139,15.095162,3583,17845.406965586950976761
1670889600000,2022-12-13 00:00:00,BTC/USDC,17180.51,17864.62,16946.2,17700,490432.75390189,28.085206,286596.45320995,16.392169,3511,17466.438579858482290311
1670803200000,2022-12-12 00:00:00,BTC/USDC,17063.8,17213.78,16750.01,17171.59,402709.56918814,23.721997,201412.35437915,11.860769,3067,16976.609035180473345682
1670716800000,2022-12-11 00:00:00,BTC/USDC,17107.71,17223,16925.82,17067.28,160850.71727727,9.39436,79218.80384721,4.624844,2919,17122.156477057919694456
1670630400000,2022-12-10 00:00:00,BTC/USDC,17093.77,17185.02,17077.66,17106.44,162580.13293557,9.492507,92601.63123229,5.405971,2863,17127.22851090353016842
1670544000000,2022-12-09 00:00:00,BTC/USDC,17172.37,17237.83,16974.31,17090.9,110091.41958311,6.423215,56017.82106031,3.268106,2260,17139.736636821824060036
1670457600000,2022-12-08 00:00:00,BTC/USDC,16800,17276.14,16750,17172.38,245125.24025923,14.563093,151572.49798653,9.010188,2686,16832.438144763338860945
1670371200000,2022-12-07 00:00:00,BTC/USDC,17070.26,17100,16700,16794.21,293757.31229077,17.447569,198923.42972557,11.817694,2928,16837.074880974864426114
1670284800000,2022-12-06 00:00:00,BTC/USDC,16939.45,17271.2,16888.91,17054.84,183727.78000336,10.823473,92786.41338014,5.465796,3137,16974.988758818619536024
